"","savename","model","full.name","PA","run","algo","metric.eval","cutoff","sensitivity","specificity","calibration","validation","evaluation"
"984","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN96_GLM","allData","RUN96","GLM","ROC",670.5,72.727,81.308,0.741,0.362,NA
"985","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN97_CTA","allData","RUN97","CTA","TSS",421,90.909,67.298,0.582,0.368,NA
"986","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN97_CTA","allData","RUN97","CTA","ROC",424.5,90.909,67.298,0.791,0.684,NA
"987","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN97_GLM","allData","RUN97","GLM","TSS",607,90.909,81.791,0.728,0.728,NA
"988","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN97_GLM","allData","RUN97","GLM","ROC",607.5,90.909,81.903,0.847,0.837,NA
"989","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN98_CTA","allData","RUN98","CTA","TSS",517,72.727,81.42,0.541,0.491,NA
"990","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN98_CTA","allData","RUN98","CTA","ROC",520,72.727,81.42,0.771,0.746,NA
"991","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN98_GLM","allData","RUN98","GLM","TSS",429,90.909,67.819,0.588,0.272,NA
"992","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN98_GLM","allData","RUN98","GLM","ROC",431.5,90.909,68.042,0.827,0.487,NA
"993","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN99_CTA","allData","RUN99","CTA","TSS",447,100,92.902,0.929,0,NA
"994","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN99_CTA","allData","RUN99","CTA","ROC",449.5,100,92.902,0.973,0.452,NA
"995","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN99_GLM","allData","RUN99","GLM","TSS",685,63.636,90.747,0.544,0.415,NA
"996","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN99_GLM","allData","RUN99","GLM","ROC",688.5,63.636,90.97,0.819,0.662,NA
"997","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN100_CTA","allData","RUN100","CTA","TSS",417,100,84.43,0.844,0.167,NA
"998","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN100_CTA","allData","RUN100","CTA","ROC",422.5,100,84.43,0.932,0.579,NA
"999","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN100_GLM","allData","RUN100","GLM","TSS",495,81.818,67.373,0.492,0.845,NA
"1000","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.CTA-GLM.models.out","Bioscatter.2017.0.001.a.only_allData_RUN100_GLM","allData","RUN100","GLM","ROC",501.5,81.818,67.967,0.792,0.908,NA
"1001","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN1_RF","allData","RUN1","RF","TSS",217,100,100,1,0.7,NA
"1002","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN1_RF","allData","RUN1","RF","ROC",218,100,100,1,0.815,NA
"1003","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN2_RF","allData","RUN2","RF","TSS",214,100,100,1,0.713,NA
"1004","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN2_RF","allData","RUN2","RF","ROC",215,100,100,1,0.834,NA
"1005","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN3_RF","allData","RUN3","RF","TSS",187,100,100,1,0.548,NA
"1006","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN3_RF","allData","RUN3","RF","ROC",189,100,100,1,0.753,NA
"1007","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN4_RF","allData","RUN4","RF","TSS",224,100,100,1,0.756,NA
"1008","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN4_RF","allData","RUN4","RF","ROC",224,100,100,1,0.868,NA
"1009","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN5_RF","allData","RUN5","RF","TSS",175,100,100,1,0.704,NA
"1010","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN5_RF","allData","RUN5","RF","ROC",176,100,100,1,0.868,NA
"1011","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN6_RF","allData","RUN6","RF","TSS",212,100,100,1,0.469,NA
"1012","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN6_RF","allData","RUN6","RF","ROC",212,100,100,1,0.702,NA
"1013","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN7_RF","allData","RUN7","RF","TSS",183,100,100,1,0.405,NA
"1014","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN7_RF","allData","RUN7","RF","ROC",183,100,100,1,0.675,NA
"1015","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN8_RF","allData","RUN8","RF","TSS",247,100,100,1,0.728,NA
"1016","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN8_RF","allData","RUN8","RF","ROC",248,100,100,1,0.836,NA
"1017","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN9_RF","allData","RUN9","RF","TSS",217,100,100,1,0.844,NA
"1018","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN9_RF","allData","RUN9","RF","ROC",218,100,100,1,0.877,NA
"1019","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN10_RF","allData","RUN10","RF","TSS",191,100,100,1,0.746,NA
"1020","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN10_RF","allData","RUN10","RF","ROC",191,100,100,1,0.895,NA
"1021","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN11_RF","allData","RUN11","RF","TSS",197,100,100,1,0.25,NA
"1022","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN11_RF","allData","RUN11","RF","ROC",199,100,100,1,0.561,NA
"1023","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN12_RF","allData","RUN12","RF","TSS",200,100,100,1,0.429,NA
"1024","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN12_RF","allData","RUN12","RF","ROC",201,100,100,1,0.697,NA
"1025","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN13_RF","allData","RUN13","RF","TSS",171.5,100,100,1,0.728,NA
"1026","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN13_RF","allData","RUN13","RF","ROC",172,100,100,1,0.838,NA
"1027","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN14_RF","allData","RUN14","RF","TSS",170,100,100,1,0.399,NA
"1028","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN14_RF","allData","RUN14","RF","ROC",172,100,100,1,0.702,NA
"1029","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN15_RF","allData","RUN15","RF","TSS",199.5,100,100,1,0.284,NA
"1030","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN15_RF","allData","RUN15","RF","ROC",200,100,100,1,0.578,NA
"1031","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN16_RF","allData","RUN16","RF","TSS",206,100,100,1,0.503,NA
"1032","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN16_RF","allData","RUN16","RF","ROC",206,100,100,1,0.741,NA
"1033","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN17_RF","allData","RUN17","RF","TSS",206.5,100,100,1,0.24,NA
"1034","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN17_RF","allData","RUN17","RF","ROC",207,100,100,1,0.544,NA
"1035","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN18_RF","allData","RUN18","RF","TSS",174,100,100,1,0.73,NA
"1036","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN18_RF","allData","RUN18","RF","ROC",175,100,100,1,0.844,NA
"1037","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN19_RF","allData","RUN19","RF","TSS",188.5,100,100,1,0.871,NA
"1038","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN19_RF","allData","RUN19","RF","ROC",189,100,100,1,0.906,NA
"1039","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN20_RF","allData","RUN20","RF","TSS",189,100,100,1,0.725,NA
"1040","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN20_RF","allData","RUN20","RF","ROC",192,100,100,1,0.789,NA
"1041","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN21_RF","allData","RUN21","RF","TSS",186,100,100,1,0.78,NA
"1042","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN21_RF","allData","RUN21","RF","ROC",186,100,100,1,0.895,NA
"1043","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN22_RF","allData","RUN22","RF","TSS",197,100,100,1,0.487,NA
"1044","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN22_RF","allData","RUN22","RF","ROC",199,100,100,1,0.723,NA
"1045","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN23_RF","allData","RUN23","RF","TSS",189,100,100,1,0.834,NA
"1046","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN23_RF","allData","RUN23","RF","ROC",189,100,100,1,0.881,NA
"1047","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN24_RF","allData","RUN24","RF","TSS",205.5,100,100,1,0.558,NA
"1048","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN24_RF","allData","RUN24","RF","ROC",206,100,100,1,0.746,NA
"1049","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN25_RF","allData","RUN25","RF","TSS",207.5,100,100,1,0.886,NA
"1050","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN25_RF","allData","RUN25","RF","ROC",208,100,100,1,0.92,NA
"1051","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN26_RF","allData","RUN26","RF","TSS",183,100,100,1,0.512,NA
"1052","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN26_RF","allData","RUN26","RF","ROC",185,100,100,1,0.706,NA
"1053","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN27_RF","allData","RUN27","RF","TSS",159,100,100,1,0.478,NA
"1054","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN27_RF","allData","RUN27","RF","ROC",158,100,100,1,0.7,NA
"1055","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN28_RF","allData","RUN28","RF","TSS",227.5,100,100,1,0.438,NA
"1056","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN28_RF","allData","RUN28","RF","ROC",228,100,100,1,0.714,NA
"1057","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN29_RF","allData","RUN29","RF","TSS",203,100,100,1,0.903,NA
"1058","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN29_RF","allData","RUN29","RF","ROC",205,100,100,1,0.955,NA
"1059","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN30_RF","allData","RUN30","RF","TSS",205,100,100,1,0.093,NA
"1060","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN30_RF","allData","RUN30","RF","ROC",205,100,100,1,0.52,NA
"1061","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN31_RF","allData","RUN31","RF","TSS",209,100,100,1,0.374,NA
"1062","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN31_RF","allData","RUN31","RF","ROC",210,100,100,1,0.645,NA
"1063","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN32_RF","allData","RUN32","RF","TSS",179.5,100,100,1,0.542,NA
"1064","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN32_RF","allData","RUN32","RF","ROC",182,100,100,1,0.741,NA
"1065","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN33_RF","allData","RUN33","RF","TSS",200,100,100,1,0.299,NA
"1066","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN33_RF","allData","RUN33","RF","ROC",199,100,100,1,0.567,NA
"1067","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN34_RF","allData","RUN34","RF","TSS",229,100,100,1,0.405,NA
"1068","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN34_RF","allData","RUN34","RF","ROC",230,100,100,1,0.683,NA
"1069","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN35_RF","allData","RUN35","RF","TSS",197,100,100,1,0.737,NA
"1070","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN35_RF","allData","RUN35","RF","ROC",198,100,100,1,0.868,NA
"1071","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN36_RF","allData","RUN36","RF","TSS",178,100,100,1,0.884,NA
"1072","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN36_RF","allData","RUN36","RF","ROC",180,100,100,1,0.938,NA
"1073","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN37_RF","allData","RUN37","RF","TSS",181,100,100,1,0.191,NA
"1074","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN37_RF","allData","RUN37","RF","ROC",182,100,100,1,0.537,NA
"1075","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN38_RF","allData","RUN38","RF","TSS",202,100,100,1,0.249,NA
"1076","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN38_RF","allData","RUN38","RF","ROC",202,100,100,1,0.555,NA
"1077","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN39_RF","allData","RUN39","RF","TSS",193,100,100,1,0.067,NA
"1078","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN39_RF","allData","RUN39","RF","ROC",194,100,100,1,0.508,NA
"1079","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN40_RF","allData","RUN40","RF","TSS",197,100,100,1,0.759,NA
"1080","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN40_RF","allData","RUN40","RF","ROC",198,100,100,1,0.861,NA
"1081","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN41_RF","allData","RUN41","RF","TSS",203,100,100,1,0.475,NA
"1082","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN41_RF","allData","RUN41","RF","ROC",202,100,100,1,0.702,NA
"1083","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN42_RF","allData","RUN42","RF","TSS",209,100,100,1,0.591,NA
"1084","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN42_RF","allData","RUN42","RF","ROC",209,100,100,1,0.746,NA
"1085","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN43_RF","allData","RUN43","RF","TSS",199,100,100,1,0.869,NA
"1086","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN43_RF","allData","RUN43","RF","ROC",199,100,100,1,0.901,NA
"1087","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN44_RF","allData","RUN44","RF","TSS",206.5,100,100,1,0.478,NA
"1088","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN44_RF","allData","RUN44","RF","ROC",207,100,100,1,0.702,NA
"1089","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN45_RF","allData","RUN45","RF","TSS",197.5,100,100,1,0.258,NA
"1090","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN45_RF","allData","RUN45","RF","ROC",199,100,100,1,0.552,NA
"1091","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN46_RF","allData","RUN46","RF","TSS",240,100,100,1,0.5,NA
"1092","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN46_RF","allData","RUN46","RF","ROC",241,100,100,1,0.686,NA
"1093","/data/transfer2_biomod/Neely/Bioscatter.2017.0.001.a.only","Bioscatter.2017.0.001.a.only.RF_only.models.out","Bioscatter.2017.0.001.a.only_allData_RUN47_RF","allData","RUN47","RF","TSS",189,100,100,1,0.162,NA
